ID,Text_Number,Name,Description,Contributor,Citation,Examples_Count,Media_Reference
G_06_4-pudu,60,Pu du,"Margaret spoke these words as we watched an approaching storm. As it rained, Margaret commented on the wind and rain. Although the scene is not unusual, Margaret was intrigued. People react particularly to the dark sky and heavy air during rainy days. That is when one often overhears the compound \textit{pudu} `rain darkness'. The atmosphere is entirely different from the bright sun or the light clouds that villagers perceive as perfectly normal.  ",Margaret Osi ,"Margaret Osi . 2026. Pu du. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
G_07_4-pumal,61,Pu malapi,"Margaret talks about the water level in the sago swamps, which is important for the processing of sago. If the water level drops too low, the sago swamps almost dry up, and processing sago is no longer possible. It is therefore important to check the water level. It is impossible to do this with the naked eye because the water in the swamp is nearly black. ",Margaret Osi ,"Margaret Osi . 2026. Pu malapi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",6,
G_08_4-wolmo,62,Wolmoyo koliye,"I had washed some clothes and wanted to dry them on the clothesline outside the house. Usually this is the best way to dry clothes. But on this day, strangely enough, the weather was changing at very short time intervals. Having watched me for a while, Margaret slipped into character and began making fun of me by talking about my situation using the first-person.  ",Margaret Osi ,"Margaret Osi . 2026. Wolmoyo koliye. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",5,
G_09_4-susup,63,Kau susup nonake,"Margaret describes the idleness of the cows, who do no more than eat grass. In Ossima and the neighbouring villages, cows were widespread and were part of the villagers' daily lives. They were introduced by the mission's farm administration in the 1960s. Right behind the houses of Osi Camp, where I lived, a herd of cows was seeking shade under the trees in the heat of the day. ",Margaret Osi ,"Margaret Osi . 2026. Kau susup nonake. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",5,
G_10_4-yem,64,Yem re,"Margaret comments on the beautiful plumage of the crowned pigeon (\textit{Goura victoria}), which is endemic to northern New Guinea. Crowned pigeons used to be common in the forests of the Kilmeri region. They are large and beautiful birds. They were and still are hunted for their meat and their feathers. A crowned pigeon can provide almost twice as much meat as a chicken. Margaret once told me that one of her relatives shot one. She thought it was a good catch because it was a good meal and because it brought back her memories of the past.  In the following text, Margaret took the opportunity to talk about the appearance, beauty, and also the delicious meat of ground pigeons.  ",Margaret Osi ,"Margaret Osi . 2026. Yem re. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",5,
G_11_4-rap,65,Rap,"For several years, Margaret Uma, a distant relative of Jeffrey Osi, had her house in Osi Camp. The family  previously lived in Osol, but had run into difficulties there. Jeffrey Osi wanted the woman and her family to move to his land, but they were not welcomed by the villagers and neighbours. When I returned to fieldwork one year, the house was no longer there. Margaret Osi told me that it had been deliberately burnt down. So the family left the place.  In order to make some money, people would produce sago for the market in Vanimo. Sometimes the roads to Vanimo were in such a bad condition that travelling by car was not possible. People would then build rafts and travel down the Puwani to the shore, where they could find a car. This was the plan of Joe, Margaret Uma's husband. He was not experienced in navigating a raft on the river and did not know his way around hidden rocks and driftwood. As a result, he lost all the sago that his wife had prepared for sale in Vanimo. ",Margaret Osi ,"Margaret Osi . 2026. Rap. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
G_12_4-lui,66,Uki kopi bi lui,"Margaret often wanted to reminisce about what a good hunter her husband Lis Osi had been. These days in the forest were something special for the whole family. As well as building up supplies, such days also meant an abundance of food. The meat of the small animals would be eaten directly in the bush camp. She remembers hunting days that took place in the bush section called Diyewi (\textref{sc0202}, Sequence \ref{ex:nrexnapoou}).   ",Margaret Osi ,"Margaret Osi . 2026. Uki kopi bi lui. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",3,
G_13_4-bras,67,Bras wiye,"When cleaning and weeding around my house, people scared two bandicoots and captured them, a male and a juvenile. Bandicoots are common, and they are easy to catch. The Kilmeri distinguish (at least) five species of bandicoots. One of them lives in the forest, the others in the undergrowth and shrubs around houses. They can often also be caught near one's house. The following short text briefly describes how to catch bandicoots and how to prepare them for a meal. The dried meat of bandicoots is sold in the village market in Ossima (Fig. \ref{fig:bandicoots}). ",Margaret Osi ,"Margaret Osi . 2026. Bras wiye. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",2,
G_14_4-bi,68,Bi sele mini,"The forest in the Kilmeri region is the habitat of wild boars. On the one hand, they are prized for hunting. On the other hand, they are invaders in the gardens of humans. At times it is hard to keep them out. At worst, they can destroy an entire taro patch. In order to prevent this, one must make regular visits to the gardens and light fires. Pigs are quite shy and avoid human presence. In her description of the pigs' behaviour, Margaret's mention of a sorcerer seems unmotivated. Sorcerers attack humans, but not animals or plants.  ",Margaret Osi ,"Margaret Osi . 2026. Bi sele mini. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
G_15_4-osui,69,Ono basuiko,"The text describes a rather unusual incident: a man dies unexpectedly in his home. Nobody had expected it. The death was not blamed on sorcery because there were no previous signs of some serious illness at the time. The man had simply died in his sleep. People were shocked when they found out the next morning. The relatives were summoned to the house of the deceased for a mourning ritual. The relatives who attended the ritual, were listed according to their unique names. Once the mourning ritual was over, the guests were dismissed. The phrase \textit{ine mole} `You are all leaving' is the usual formula for dismissing visitors (cf. \cite[143]{Gerstner-Link:2018un}). It can be reinforced by the terminative suffix -\textit{we}, which here indicates that people should return to their daily routine.  ",Margaret Osi ,"Margaret Osi . 2026. Ono basuiko. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",5,
G_16_4-susi,70,Walpop susi,"For the Kilmeri people, freshwater turtles are part of their diet. However, it seems that not many turtles are left in the streams and waterholes. Only every now and then someone catches one. Since the animals are quite small, the quantity of meat is also quite small. In fact, it is only the limbs and the neck with the head that provide meat. When a turtle is caught, it is hung upside down on a fishing line until it dies. This took place in Rose Osi's kitchen house.  ",Margaret Osi ,"Margaret Osi . 2026. Walpop susi. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
G_17_4-apa,71,Apa,"Sometimes Margaret would watch little critters in my house. Such relaxed moments were a good break from the language work and helped to keep an air of enjoyment around my sometimes difficult grammatical and lexical questions. And Margaret enjoyed it. She was comfortable in her plastic chair and enjoyed looking around. As a field researcher, her comments were often the source of some unexpected insights and discoveries.  ",Margaret Osi ,"Margaret Osi . 2026. Apa. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",2,
G_18_4-mab,72,Ri mapp,"The milky sap of the frangipani trees (\textit{Plumeria sp.}) contains a caustic irritant which is used to catch fish. Margaret always told me about these local customs whenever we went for a walk together.   Plumeria is native to tropical America. Its main centre is the island of Cuba where there are ten endemic species. The tree with its marvellous, often fragrant flowers was introduced to Hawaii in 1860 and subsequently cultivated there. Today it is widespread in the Pacific Islands.  ",Margaret Osi ,"Margaret Osi . 2026. Ri mapp. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",2,
G_19_4-luo,73,Luo aska,"Money began to play a major role in everyday life in the first decade of the 21st century. Beyond subsistence, people desired goods that were only obtainable in exchange for money. Alternatively, they had to pay others who were no longer willing to exchange natural goods. The value of money was evident to everyone. I remember a situation when I gave two kina to our neighbour's son, who was about ten years old, to help me with some odd jobs. He could hardly believe that he had earned money.   As for Margaret, she was always more than happy when I paid her for our daily language sessions. However, this sporadic and small income was not her sole source of income. She could rely on some royalties from the timber business in the Kilmeri area (see \cite[9-11]{Gerstner-Link:2018un}). Still, she would sometimes say that she run out of money. She sighed and complained about her sons in particularly.  ",Margaret Osi ,"Margaret Osi . 2026. Luo aska. In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",3,
G_20_4-pewo,74,Ko pewo yasiye ,"Every garden has a patch of bananas. People usually plant not just one variety, but different types of banana. They always had bananas for cooking and some sweet bananas for eating. There is often a further banana patch right next to the house. I once helped Margaret plant banana sprouts, which she recalls here. (See also \cite{Gerstner-Link:0vc}, for the different types of \textit{Musa} that are known and cultivated by the Kilmeri).  ",Margaret Osi ,"Margaret Osi . 2026. Ko pewo yasiye . In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",4,
G_21_4-niw,75,,"Margaret Osi sings a song about the sun and the moon. She composed the song herself. Sun and moon are supposed to provide light to overcome the darkness of the night. Her Kilmeri paraphrase of the song was \textit{nini napiya}, which means ‘the sun comes in and fills the room with light’. The song consists of four sequences structured in verses: 1 1 2 2 3 3 4 4 1 1 2 2. Each sequence begins with a long melodic vowel, either \textit{eee} or \textit{aaa}.  The song was Margaret's response to my request to hear her sing a traditional song. Unfortunately, this was the only Kilmeri song I ever heard her sing.  The p",,". 2026. . In Claudia Gerstner-Link (ed.), Clans, spirits, land and food Kilmeri texts. Berlin: Language Science Press.",,
